Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MW562301,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886955-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,,2020-10-18
MW562302,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886708-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MW562304,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Zhang,J., Tao,Y., Montmayeur,A., Lynch,B., Queen,K., Uehara,A., Marine,R., Cook,P., Paden,C.R., Wang,H., Tong,S.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,2021-02-03T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,MI-CDC-3886720-001,Severe acute respiratory syndrome-related coronavirus,29912,complete,USA,USA,,Mustela lutreola,oronasopharynx,2020-10-14
MT628700,Severe acute respiratory syndrome coronavirus 2,"Barrs,V.R., Peiris,M., Tam,K.W.S., Law,P.Y.L., Brackman,C.J., To,E.M.W., Yu,V.Y.T., Chu,D.K.W., Perera,R.A.P.M., Sit,T.H.C.","The University of Hong Kong, School of Public Health",Hong Kong,2021-01-01T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,20-04236,Severe acute respiratory syndrome-related coronavirus,29830,complete,Hong Kong,Hong Kong,,Feliformia,,2020-03-30
MW064259,Severe acute respiratory syndrome coronavirus 2,"Neira,V., Brito,B., Aguero,B., Berrios,F., Valdes,V., Gutierrez,A., Ariyama,N., Espinoza,P., Retamal,P., Holmes,E.C., Gonzalez-Reiche,A.S., Khan,Z., Guchte,A.V., Dutta,J., Miorin,L., Kehrer,T., Galarce,N., Almonacid,L.I., Levican,J., Bakel,H.V., Garcia-Sastre,A., Medina,R.A., Almonacid,L., van Bakel,H.","Animal Virology Laboratory, U de Chile",Chile,2020-12-21T00:00:00Z,B.1.1,4.3/1.21/v0.1.12/0.3.18,,UCH_NRL_014,Severe acute respiratory syndrome-related coronavirus,29409,complete,Chile: Santiago,Chile,,Felis catus,oronasopharynx,2020-05-16
MW064260,Severe acute respiratory syndrome coronavirus 2,"Neira,V., Brito,B., Aguero,B., Berrios,F., Valdes,V., Gutierrez,A., Ariyama,N., Espinoza,P., Retamal,P., Holmes,E.C., Gonzalez-Reiche,A.S., Khan,Z., Guchte,A.V., Dutta,J., Miorin,L., Kehrer,T., Galarce,N., Almonacid,L.I., Levican,J., Bakel,H.V., Garcia-Sastre,A., Medina,R.A., Almonacid,L., van Bakel,H.","Animal Virology Laboratory, U de Chile",Chile,2020-12-21T00:00:00Z,B.1.1,4.3/1.21/v0.1.12/0.3.18,,UCH_NRL_009,Severe acute respiratory syndrome-related coronavirus,29409,complete,Chile: Santiago,Chile,,Felis catus,oronasopharynx,2020-05-13
MW064263,Severe acute respiratory syndrome coronavirus 2,"Neira,V., Brito,B., Aguero,B., Berrios,F., Valdes,V., Gutierrez,A., Ariyama,N., Espinoza,P., Retamal,P., Holmes,E.C., Gonzalez-Reiche,A.S., Khan,Z., Guchte,A.V., Dutta,J., Miorin,L., Kehrer,T., Galarce,N., Almonacid,L.I., Levican,J., Bakel,H.V., Garcia-Sastre,A., Medina,R.A., Almonacid,L., van Bakel,H.","Animal Virology Laboratory, U de Chile",Chile,2020-12-21T00:00:00Z,B.1.1,4.3/1.21/v0.1.12/0.3.18,,UCH_NRL_007,Severe acute respiratory syndrome-related coronavirus,29409,complete,Chile: Santiago,Chile,,Felis catus,oronasopharynx,2020-05-12
MW064264,Severe acute respiratory syndrome coronavirus 2,"Neira,V., Brito,B., Aguero,B., Berrios,F., Valdes,V., Gutierrez,A., Ariyama,N., Espinoza,P., Retamal,P., Holmes,E.C., Gonzalez-Reiche,A.S., Khan,Z., Guchte,A.V., Dutta,J., Miorin,L., Kehrer,T., Galarce,N., Almonacid,L.I., Levican,J., Bakel,H.V., Garcia-Sastre,A., Medina,R.A., Almonacid,L., van Bakel,H.","Animal Virology Laboratory, U de Chile",Chile,2020-12-21T00:00:00Z,B.1.1,4.3/1.21/v0.1.12/0.3.18,,UCH_NRL_025,Severe acute respiratory syndrome-related coronavirus,29409,complete,Chile: Santiago,Chile,,Felis catus,oronasopharynx,2020-05-17
MW263334,Severe acute respiratory syndrome coronavirus 2,"Hamer,S.A., Pauvolid-Correa,A., Zecca,I.B., Davila,E., Auckland,L.D., Roundy,C.M., Tang,W., Torchetti,M., Killian,M.L., Jenkins-Moore,M., Akpalu,Y., Ghai,R.R., Spengler,J., Barton Behravesh,C., Fischer,R.S., Hamer,G.L., Franzen,K.M., Love,E.R.","USDA National Veterinary Services Laboratories, Diagnostic Virology Laboratory",USA,2020-12-11T00:00:00Z,B.1.234,4.3/1.21/v0.1.12/0.3.18,,TAMU-013,Severe acute respiratory syndrome-related coronavirus,29836,complete,"USA: Texas, Brazos County",USA,TX,Felis catus,oronasopharynx,2020-06-28
MW263335,Severe acute respiratory syndrome coronavirus 2,"Hamer,S.A., Pauvolid-Correa,A., Zecca,I.B., Davila,E., Auckland,L.D., Roundy,C.M., Tang,W., Torchetti,M., Killian,M.L., Jenkins-Moore,M., Akpalu,Y., Ghai,R.R., Spengler,J., Barton Behravesh,C., Fischer,R.S., Hamer,G.L., Franzen,K.M., Love,E.R.","USDA National Veterinary Services Laboratories, Diagnostic Virology Laboratory",USA,2020-12-11T00:00:00Z,B.1.571,4.3/1.21/v0.1.12/0.3.18,,TAMU-057,Severe acute respiratory syndrome-related coronavirus,29834,complete,"USA: Texas, Brazos County",USA,TX,Felis catus,feces,2020-07-17
MW263336,Severe acute respiratory syndrome coronavirus 2,"Hamer,S.A., Pauvolid-Correa,A., Zecca,I.B., Davila,E., Auckland,L.D., Roundy,C.M., Tang,W., Torchetti,M., Killian,M.L., Jenkins-Moore,M., Akpalu,Y., Ghai,R.R., Spengler,J., Barton Behravesh,C., Fischer,R.S., Hamer,G.L., Franzen,K.M., Love,E.R.","USDA National Veterinary Services Laboratories, Diagnostic Virology Laboratory",USA,2020-12-11T00:00:00Z,B.1.1,4.3/1.21/v0.1.12/0.3.18,,TAMU-077,Severe acute respiratory syndrome-related coronavirus,29834,complete,"USA: Texas, Brazos County",USA,TX,Canis lupus familiaris,oronasopharynx,2020-07-28
MW263337,Severe acute respiratory syndrome coronavirus 2,"Hamer,S.A., Pauvolid-Correa,A., Zecca,I.B., Davila,E., Auckland,L.D., Roundy,C.M., Tang,W., Torchetti,M., Killian,M.L., Jenkins-Moore,M., Akpalu,Y., Ghai,R.R., Spengler,J., Barton Behravesh,C., Fischer,R.S., Hamer,G.L., Franzen,K.M., Love,E.R.","USDA National Veterinary Services Laboratories, Diagnostic Virology Laboratory",USA,2020-12-11T00:00:00Z,B.1.577,4.3/1.21/v0.1.12/0.3.18,,TAMU-078,Severe acute respiratory syndrome-related coronavirus,29834,complete,"USA: Texas, Brazos County",USA,TX,Felis catus,oronasopharynx,2020-07-29
MT576563,Severe acute respiratory syndrome coronavirus 2,"Singh,D.K., Ganatra,S.R., Singh,B., Cole,J., Alfson,K.J., Clemmons,E., Gazi,M., Gonzalez,O., Escobedo,R., Lee,T.-H., Chatterjee,A., Goez-Gazi,Y., Sharan,R., Thippeshappa,R., Gough,M., Alvarez,C., Blakely,A., Ferdin,J., Bartley,C., Staples,H., Parodi,L., Callery,J., Mannino,A., Klaffke,B., Escareno,P., Platt,R.N. II, Hodara,V., Scordo,J., Alvarez,X., Goodroe,A., Dutton,J., Hall-Ursone,S., Frost,P.A., Voges,A.K., Ross,C.N., Sayers,K., Chen,C., Hallam,C., Anderson,T.J., Martinez-Sobrido,L., Patterson,J.L., Turner,J., Torrelles,J.B., Dick,E., Brasky,K., Schlesinger,L.S., Giavedoni,L.D., Carrion JR,R., Kaushal,D.","Texas Biomedical Research Institute, Genetics",USA,2020-11-05T00:00:00Z,A,4.3/1.21/v0.1.12/0.3.18,,USA-WA1,Severe acute respiratory syndrome-related coronavirus,29850,complete,,USA,,,,
MT835139,Severe acute respiratory syndrome coronavirus 2,"Chen,H., Siu,G.K.","The Hong Kong Polytechnic University, Department of Health Technology and Informatics",Hong Kong,2020-11-05T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,8_P2,Severe acute respiratory syndrome-related coronavirus,29782,complete,Hong Kong,Hong Kong,,Mesocricetus auratus,oronasopharynx,2020-05-15
MT835140,Severe acute respiratory syndrome coronavirus 2,"Chen,H., Siu,G.K.","The Hong Kong Polytechnic University, Department of Health Technology and Informatics",Hong Kong,2020-11-05T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,13_P2,Severe acute respiratory syndrome-related coronavirus,29782,complete,Hong Kong,Hong Kong,,Mesocricetus auratus,oronasopharynx,2020-05-15
MT835141,Severe acute respiratory syndrome coronavirus 2,"Chen,H., Siu,G.K.","The Hong Kong Polytechnic University, Department of Health Technology and Informatics",Hong Kong,2020-11-05T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,15_P2,Severe acute respiratory syndrome-related coronavirus,29782,complete,Hong Kong,Hong Kong,,Mesocricetus auratus,oronasopharynx,2020-05-15
MT835142,Severe acute respiratory syndrome coronavirus 2,"Chen,H., Siu,G.K.","The Hong Kong Polytechnic University, Department of Health Technology and Informatics",Hong Kong,2020-11-05T00:00:00Z,B.39,4.3/1.21/v0.1.12/0.3.18,,92_P2,Severe acute respiratory syndrome-related coronavirus,29782,complete,Hong Kong,Hong Kong,,Mesocricetus auratus,oronasopharynx,2020-05-15
MT835143,Severe acute respiratory syndrome coronavirus 2,"Chen,H., Siu,G.K.","The Hong Kong Polytechnic University, Department of Health Technology and Informatics",Hong Kong,2020-11-05T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,95_P2,Severe acute respiratory syndrome-related coronavirus,29782,complete,Hong Kong,Hong Kong,,Mesocricetus auratus,oronasopharynx,2020-05-15
MT952602,Severe acute respiratory syndrome coronavirus 2,"Leist,S.R., Dinnon,K.H. III, Schafer,A., Tse,L.V., Okuda,K., Hou,Y.J., West,A., Edwards,C.E., Sanders,W., Fritch,E.J., Gully,K.L., Scobey,T., Brown,A.J., Sheahan,T.P., Moorman,N.J., Boucher,R.C., Gralinski,L.E., Montgomery,S.A., Baric,R.S.","University of North Carolina at Chapel Hill, Epidemiology",USA,2020-10-19T00:00:00Z,A,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29882,complete,,,,,,
MT704310,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.33,4.3/1.21/v0.1.12/0.3.18,,lion-2-041520,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA,USA,,Panthera leo,feces,2020-04-04
MT704311,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.33,4.3/1.21/v0.1.12/0.3.18,,lion-3-041520,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA,USA,,Panthera leo,feces,2020-04-04
MT704312,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.33,4.3/1.21/v0.1.12/0.3.18,,lion-041520,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA,USA,,Panthera leo,feces,2020-04-04
MT704313,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,tiger-2-040420,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA,USA,,Panthera tigris,feces,2020-04-04
MT704314,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,P3_fecal_Vero,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA,USA,,Panthera tigris,feces,2020-04-04
MT704315,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,tiger-3-040420,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA,USA,,Panthera tigris,feces,2020-04-04
MT704316,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,tiger-4-040420,Severe acute respiratory syndrome-related coronavirus,29834,complete,USA,USA,,Panthera tigris,feces,2020-04-04
MT704317,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,P4_TW_Vero-ATCC,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Panthera tigris,,2020-04-02
MT747978,Severe acute respiratory syndrome coronavirus 2,"McAloose,D., Laverack,M., Wang,L., Killian,M.L., Caserta,L.C., Yuan,F., Mitchell,P.K., Queen,K., Mauldin,M.R., Cronk,B.D., Bartlett,S.L., Sykes,J.M., Zec,S., Stokol,T., Ingerman,K., Delaney,M.A., Frederikson,R., Ivancic,M., Jenkins-Moore,M., Mozingo,K., Farnzen,K., Kuzmin,I., Hines Bergeson,N., Goodman,L., Wang,H., Tong,S., Fang,Y., Olmstead,C., McCann,C., Thomas,P., Goodrich,E., Elvinger,F., Smith,D.C., Slavinski,S., Calle,P.P., Terio,K., Torchetti,M.K., Diel,D.G., Cardia Caserta,L., Mauldin,M.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2020-09-29T00:00:00Z,B.33,4.3/1.21/v0.1.12/0.3.18,,lion-2_Fecal_isolate,Severe acute respiratory syndrome-related coronavirus,29835,complete,USA,USA,,Panthera leo,feces,2020-04-04
MT844088,Severe acute respiratory syndrome coronavirus 2,"Dinnon,K.H. III, Leist,S.R., Schafer,A., Edwards,C.E., Martinez,D.R., Montgomery,S.A., West,A., Yount,B.L. Jr., Hou,Y.J., Adams,L.E., Gully,K.L., Brown,A.J., Huang,E., Bryant,M.D., Choong,I.C., Glenn,J.S., Gralinski,L.E., Sheahan,T.P., Baric,R.S., Schaefer,A.","University of North Carolina at Chapel Hill, Epidemiology",USA,2020-09-07T00:00:00Z,A,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29882,complete,,,,,,
MT844089,Severe acute respiratory syndrome coronavirus 2,"Dinnon,K.H. III, Leist,S.R., Schafer,A., Edwards,C.E., Martinez,D.R., Montgomery,S.A., West,A., Yount,B.L. Jr., Hou,Y.J., Adams,L.E., Gully,K.L., Brown,A.J., Huang,E., Bryant,M.D., Choong,I.C., Glenn,J.S., Gralinski,L.E., Sheahan,T.P., Baric,R.S., Schaefer,A.","University of North Carolina at Chapel Hill, Epidemiology",USA,2020-09-07T00:00:00Z,A,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,30119,complete,,,,,,
MT919525,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD3_Farm1,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-14
MT919526,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD4_Farm1,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-14
MT919527,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD6_Farm1,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-14
MT919528,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD37_Farm3,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-29
MT919529,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD38_Farm2,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-18
MT919530,Severe acute respiratory syndrome coronavirus 2,"Hammer,A.S., Quaade,M.L., Rasmussen,T.B., Fonager,J., Rasmussen,M., Mundbjerg,K., Lohse,L., Strandbygaard,B., Jorgensen,C.S., Afaro-Nunez,A., Rosenstierne,M.W., Halasa,T., Foomsgaard,A., Belsham,G.J., Botner,A.",Statens Serum Institut,Denmark,2020-08-25T00:00:00Z,B.1.1.298,4.3/1.21/v0.1.12/0.3.18,,AD40_Farm3,Severe acute respiratory syndrome-related coronavirus,29836,complete,Denmark,Denmark,,Neogale vison,,2020-06-29
